   80   80
    nn     x     y    ss   oprev dprev   odist     ddist     oarea     darea  tareadiff
  3327    47    42   3.0  3328  3326     36935     37635     21625     11170      5425
  3328    48    42   2.0  3249  3327     36310     38260     21245     11550      5425
  3329    49    42   2.0  3170  3328     36073     38760     20850     11930      5440
  3330    50    42   2.0  3250  3329     35941     39260     20460     12310      5450
  3331    51    42   2.0  3170  3330     36073     39760     20070     12690      5460
  3332    52    42   2.0  3251  3331     36437     40260     19680     13070      5470
  3333    53    42   3.0  3332  3332     37062     40885     19300     13450      5470
  3334    54    42   3.0  3335  3333     37390     41635     13335     13830     11055
  3335    55    42   4.0  3336  3334     36515     42510     12955     14210     11055
  3336    56    42   3.0  3257  3335     35640     43385     12575     14590     11055
  3337    57    42   2.0  3178  3336     35202     44010     12185     14970     11065
  3338    58    42   3.0  3259  3337     35194     44635     11765     15350     11105
  3339    59    42   2.0  3259  3418     34795     45175     11380     15635     11205
  3340    60    42   4.0  3259  3339     35355     45925     10995     16015     11210
  3341    61    42   4.0  3262  3340     34648     46925     10330     16395     11495
  3342    62    42   3.0  3262  3341     34197     47800      9945     16775     11500
  3343    63    42   4.0  3262  3342     34648     48675      9560     17155     11505
  3344    64    42   4.0  3345  3343     34452     49675      8920     17535     11765
  3345    65    42   2.0  3266  3264     33702     50421      8540     17950     11730
  3346    66    42   3.0  3266  3264     33589     51043      8155     18335     11730
  3347    67    42   4.0  3266  3346     34040     51918      7770     18715     11735
  3348    68    42   3.0  3268  3266     34050     52697      7270     19115     11835
  3349    69    42   4.0  3269  3348     34381     53572      6870     19495     11855
  3350    70    42   4.0  3189  3349     34752     54572      6475     19875     11870
  3351    71    42   4.0  3271  3350     35215     55572      6015     20255     11950
  3352    72    42   3.0  3191  3351     35166     56447      5610     20635     11975
  3353    73    42   4.0  3272  3352     35662     57322      5220     21015     11985
  3354    74    42   3.0  3193  3353     35901     58197      4750     21395     12075
  3355    75    42   4.0  3194  3354     36441     59072      4340     21775     12105
  3356    76    42   4.0  3275  3275     36975     60059      3950     22360     11910
  3357    77    42   4.0  3275  3275     37797     60881      3565     22745     11910
  3358    78    42   4.0  3357  3357     38797     61881      3185     23125     11910
  3359    79    42   6.0  3280  3358     38500     63131       500     23505     14215
  3360    80    42   4.0  3280  3359     37753     64381       115     23885     14220
  3361     1    43   4.0  3282  3441     62910     28175     45735      -470      7045
  3362     2    43   5.0  3283  3521     62353     28536     45320      -110      6990
  3363     3    43   6.0  3285  3442     61146     29351     44730       250      6760
  3364     4    43   5.0  3286  3523     59786     30440     44350       540      6670
  3365     5    43   6.0  3366  3444     58411     31416     43960       900      6640
  3366     6    43   6.0  3288  3446     56911     31780     43590      -365      5005
  3367     7    43   6.0  3289  3447     55521     31706     43210       -15      4975
  3368     8    43   6.0  3369  3449     54112     31554     42805      -450      4135
  3369     9    43   5.0  3291  3291     52737     30300     42435     -1995      2220
  3370    10    43   5.0  3291  3291     51543     29106     42060     -1620      2220
  3371    11    43   5.0  3372  3372     50928     27916     40715     -1205      1290
  3372    12    43   3.0  3293  3373     49928     26916     40345      -835      1290
  3373    13    43   4.0  3374  3374     49245     26041     39955      -465      1270
  3374    14    43   3.0  3375  3455     48370     25166     39585       -95      1270
  3375    15    43   2.0  3376  3455     47745     24767     39215       270      1265
  3376    16    43   3.0  3377  3456     47120     24904     38845       625      1250
  3377    17    43   2.0  3299  3458     46495     24461     38475       935      1190
  3378    18    43   2.0  3299  3458     46084     24239     38100      1300      1180
  3379    19    43   2.0  3300  3458     45760     24461     37710      1665      1155
  3380    20    43   3.0  3301  3460     45439     25030     37325      1845       950
  3381    21    43   4.0  3222  3382     45157     24993     36945      1855       580
  3382    22    43   2.0  3302  3463     44624     24243     36560      2225       565
  3383    23    43   4.0  3303  3464     44992     24144     36170      2485       435
  3384    24    43   5.0  3225  3464     44702     23907     35620      2850       250
  3385    25    43   6.0  3305  3465     44432     23977     35235      3205       220
  3386    26    43   5.0  3306  3466     44171     23864     34845      3540       165
  3387    27    43   5.0  3308  3467     44108     23732     34390      3870        40
  3388    28    43   4.0  3308  3468     43502     23314     34015      4205         0
  3389    29    43   4.0  3309  3468     43384     23655     33615      4570        35
  3390    30    43   2.0  3310  3469     43156     24215     33225      4925        70
  3391    31    43   4.0  3310  3390     43752     24965     32850      5295        75
  3392    32    43   3.0  3313  3391     44384     25840     29905      5665      2650
  3393    33    43   3.0  3234  3472     43829     26580     29525      5930      2765
  3394    34    43   4.0  3395  3473     43539     27174     28865      6275      3080
  3395    35    43   3.0  3396  3473     42664     27914     28495      6640      3085
  3396    36    43   4.0  3397  3395     41789     28789     28125      7010      3085
  3397    37    43   4.0  3319  3396     40789     29789     27755      7380      3085
  3398    38    43   4.0  3319  3397     39961     30789     27380      7750      3090
  3399    39    43   5.0  3319  3398     39693     31914     27005      8120      3095
  3400    40    43   4.0  3320  3399     39513     33039     26620      8490      3110
  3401    41    43   5.0  3321  3319     39407     34121     26235      8880      3105
  3402    42    43   4.0  3243  3321     38954     34617     24210      9265      4745
  3403    43    43   3.0  3244  3321     38424     35326     23765      9640      4815
  3404    44    43   4.0  3325  3403     37997     36201     23340     10010      4870
  3405    45    43   2.0  3246  3324     37348     36784     22960     10405      4855
  3406    46    43   2.0  3326  3324     37230     37142     22580     10780      4860
  3407    47    43   3.0  3328  3325     37193     37767     21620     11160      5440
  3408    48    43   2.0  3249  3407     36706     38392     21240     11530      5450
  3409    49    43   2.0  3250  3327     36559     38892     20840     11920      5460
  3410    50    43   2.0  3330  3328     36441     39378     20460     12300      5460
  3411    51    43   3.0  3250  3410     36698     40003     20080     12670      5470
  3412    52    43   2.0  3331  3331     36795     40482     19695     13065      5460
  3413    53    43   2.0  3332  3331     37159     40878     19305     13440      5475
  3414    54    43   4.0  3336  3413     37736     41628     13325     13810     11085
  3415    55    43   4.0  3336  3414     36877     42628     12950     14180     11090
  3416    56    43   3.0  3337  3415     36085     43503     12560     14550     11110
  3417    57    43   2.0  3337  3496     35702     44041     12185     14895     11140
  3418    58    43   2.0  3339  3496     35533     44437     11755     15260     11205
  3419    59    43   3.0  3339  3418     35420     45062     11380     15630     11210
  3420    60    43   4.0  3339  3419     35871     45937     11005     16000     11215
  3421    61    43   4.0  3262  3420     35388     46937     10325     16370     11525
  3422    62    43   4.0  3342  3421     35072     47937      9945     16740     11535
  3423    63    43   6.0  3262  3422     35668     49187      9565     17110     11545
  3424    64    43   3.0  3345  3343     34601     49959      8915     17530     11775
  3425    65    43   2.0  3345  3343     34202     50491      8540     17905     11775
  3426    66    43   3.0  3346  3425     34339     51116      8155     18275     11790
  3427    67    43   4.0  3266  3426     34780     51991      7775     18645     11800
  3428    68    43   4.0  3348  3427     34925     52991      7270     19015     11935
  3429    69    43   3.0  3268  3348     35131     53788      6890     19490     11840
  3430    70    43   3.0  3269  3348     35477     54513      6490     19865     11865
  3431    71    43   4.0  3350  3430     36150     55388      6100     20235     11885
  3432    72    43   5.0  3352  3431     36166     56513      5610     20605     12005
  3433    73    43   5.0  3272  3432     36537     57763      5225     20975     12020
  3434    74    43   4.0  3354  3352     36776     58683      4750     21385     12085
  3435    75    43   4.0  3354  3353     37154     59418      4375     21765     12080
  3436    76    43   4.0  3275  3354     37797     60293      3955     22145     12120
  3437    77    43   4.0  3356  3436     38389     61293      3575     22515     12130
  3438    78    43   4.0  3356  3437     39211     62293      3200     22885     12135
  3439    79    43   4.0  3360  3357     39198     63117       490     23495     14235
  3440    80    43   4.0  3360  3439     38753     64117       115     23865     14240
  3441     1    44   4.0  3442  3521     63701     27175     45335      -470      6645
  3442     2    44   4.0  3443  3521     62701     27568     44975      -115      6640
  3443     3    44   6.0  3444  3602     61451     28661     44615       190      6585
  3444     4    44   6.0  3445  3523     59951     29326     44255       535      6570
  3445     5    44   5.0  3446  3524     58576     30292     43895       875      6550
  3446     6    44   5.0  3368  3607     57326     30405     43535      -365      4950
  3447     7    44   6.0  3369  3527     55951     30206     43165       -15      4930
  3448     8    44   6.0  3370  3528     54477     30361     42790       325      4895
  3449     9    44   5.0  3370  3610     53326     29610     42425       -85      4120
  3450    10    44   6.0  3372  3611     52583     29205     41075       245      3100
  3451    11    44   5.0  3372  3452     51357     27892     40710     -1170      1320
  3452    12    44   4.0  3453  3453     50297     26767     40305      -810      1275
  3453    13    44   3.0  3375  3454     49422     25892     39945      -450      1275
  3454    14    44   4.0  3455  3455     48642     25017     39565       -90      1255
  3455    15    44   2.0  3377  3536     47892     24267     39205       270      1255
  3456    16    44   3.0  3377  3536     47394     24154     38840       625      1245
  3457    17    44   3.0  3378  3538     46952     24122     38465       945      1190
  3458    18    44   2.0  3379  3538     46482     23739     38075      1300      1155
  3459    19    44   3.0  3379  3538     46385     24138     37710      1655      1145
  3460    20    44   3.0  3301  3540     46179     24280     37320      1845       945
  3461    21    44   4.0  3382  3541     45715     24217     36925      1990       695
  3462    22    44   4.0  3382  3623     45374     24011     36560      2240       580
  3463    23    44   2.0  3382  3543     45393     23474     36195      2590       565
  3464    24    44   3.0  3305  3545     45697     22907     35605      2850       235
  3465    25    44   4.0  3385  3545     45682     22727     35235      3205       220
  3466    26    44   4.0  3386  3546     45296     22739     34845      3540       165
  3467    27    44   3.0  3308  3547     44738     22732     34385      3870        35
  3468    28    44   2.0  3388  3548     44252     22564     34015      4205         0
  3469    29    44   4.0  3390  3548     44247     23124     33590      4560        70
  3470    30    44   4.0  3390  3548     43906     24020     33225      4915        80
  3471    31    44   4.0  3390  3550     44247     24853     32860      5210       150
  3472    32    44   3.0  3393  3550     44874     25535     29890      5565      2765
  3473    33    44   2.0  3314  3551     44392     26098     29510      5910      2800
  3474    34    44   4.0  3396  3473     43885     26848     28855      6270      3095
  3475    35    44   4.0  3397  3474     43025     27848     28485      6630      3105
  3476    36    44   4.0  3398  3475     42197     28848     28110      6990      3120
  3477    37    44   4.0  3398  3476     41406     29848     27745      7350      3125
  3478    38    44   6.0  3319  3477     41208     31098     27375      7710      3135
  3479    39    44   6.0  3399  3558     41068     32357     27005      7870      3345
  3480    40    44   4.0  3400  3559     40513     32910     26620      8210      3390
  3481    41    44   4.0  3402  3559     40399     33701     24575      8565      5080
  3482    42    44   5.0  3403  3561     39822     34328     24130      8890      5200
  3483    43    44   3.0  3405  3561     39164     35031     23690      9245      5285
  3484    44    44   4.0  3405  3562     38408     35892     23325      9585      5310
  3485    45    44   2.0  3326  3484     37848     36642     22950      9945      5325
  3486    46    44   2.0  3406  3485     37730     37142     22580     10305      5335
  3487    47    44   3.0  3408  3486     37589     37767     21605     10665      5950
  3488    48    44   2.0  3329  3567     37191     38268     21220     10740      6260
  3489    49    44   2.0  3330  3488     37059     38768     20830     11100      6290
  3490    50    44   2.0  3410  3489     36941     39268     20460     11460      6300
  3491    51    44   2.0  3410  3490     37163     39768     20095     11820      6305
  3492    52    44   3.0  3412  3491     37420     40393     19695     12180      6345
  3493    53    44   4.0  3332  3492     37834     41268     19310     12540      6370
  3494    54    44   4.0  3495  3413     37924     41969     13270     13805     11145
  3495    55    44   3.0  3496  3413     37049     42694     12910     14170     11140
  3496    56    44   2.0  3417  3495     36424     43319     12550     14530     11140
  3497    57    44   2.0  3417  3496     36202     43819     12185     14890     11145
  3498    58    44   4.0  3418  3497     36283     44569     11755     15250     11215
  3499    59    44   4.0  3419  3418     36295     45513     11380     15625     11215
  3500    60    44   4.0  3339  3418     36611     46253     11010     15990     11220
  3501    61    44   4.0  3342  3419     36293     47158     10315     16360     11545
  3502    62    44   3.0  3422  3420     35947     48033      9945     16730     11545
  3503    63    44   4.0  3424  3502     35869     48908      9280     17090     11850
  3504    64    44   3.0  3345  3503     35099     49783      8910     17450     11860
  3505    65    44   4.0  3425  3504     34952     50658      8540     17810     11870
  3506    66    44   3.0  3426  3425     35089     51406      8155     18270     11795
  3507    67    44   4.0  3346  3425     35545     52168      7785     18635     11800
  3508    68    44   4.0  3428  3507     35925     53168      7270     18995     11955
  3509    69    44   4.0  3348  3508     36006     54168      6900     19355     11965
  3510    70    44   4.0  3349  3429     36337     55025      6500     19855     11865
  3511    71    44   4.0  3430  3429     36730     55744      6125     20220     11875
  3512    72    44   4.0  3432  3430     37291     56609      5610     20595     12015
  3513    73    44   4.0  3352  3512     37541     57609      5240     20955     12025
  3514    74    44   4.0  3434  3513     37776     58609      4750     21315     12155
  3515    75    44   4.0  3354  3514     37997     59609      4380     21675     12165
  3516    76    44   4.0  3435  3515     38568     60609      4010     22035     12175
  3517    77    44   5.0  3356  3516     39350     61734      3580     22395     12245
  3518    78    44   4.0  3437  3436     39818     62668      3210     22875     12135
  3519    79    44   5.0  3360  3598     40128     63425       485     22595     15140
  3520    80    44   6.0  3440  3598     40003     64547       115     22950     15155
  3521     1    45   3.0  3522  3601     63885     26300     45295      -470      6605
  3522     2    45   5.0  3523  3681     62885     26896     44945      -130      6595
  3523     3    45   5.0  3524  3682     61635     27366     44595       180      6555
  3524     4    45   6.0  3446  3603     60260     28348     44245       520      6545
  3525     5    45   5.0  3447  3604     59025     29288     43875       845      6500
  3526     6    45   6.0  3448  3687     57831     29140     43500      -355      4925
  3527     7    45   6.0  3449  3607     56540     28706     43135       -15      4900
  3528     8    45   6.0  3449  3687     55286     28861     42780       325      4885
  3529     9    45   6.0  3370  3610     54617     28350     42420       -80      4120
  3530    10    45   7.0  3531  3691     53158     27801     41005       255      3040
  3531    11    45   5.0  3453  3611     51658     27256     40655       595      3030
  3532    12    45   4.0  3453  3612     50675     26895     40300       905      2985
  3533    13    45   4.0  3455  3534     49988     26279     39915      -425      1270
  3534    14    45   5.0  3455  3535     49129     25154     39560       -75      1265
  3535    15    45   3.0  3456  3536     48423     24154     39195       275      1250
  3536    16    45   2.0  3457  3617     47851     23529     38820       625      1225
  3537    17    45   3.0  3458  3698     47365     23401     38430       960      1170
  3538    18    45   2.0  3458  3618     46982     23239     38075      1300      1155
  3539    19    45   4.0  3380  3619     47255     23371     37685      1610      1075
  3540    20    45   4.0  3460  3620     47054     23405     37320      1845       945
  3541    21    45   3.0  3382  3702     46440     23342     36920      1990       690
  3542    22    45   3.0  3462  3622     46249     23165     36560      2330       670
  3543    23    45   2.0  3463  3623     45893     22974     36195      2590       565
  3544    24    45   4.0  3463  3625     46438     22568     35840      2860       480
  3545    25    45   2.0  3546  3625     46149     21977     35075      3205        60
  3546    26    45   2.0  3468  3626     45649     21989     34725      3540        45
  3547    27    45   3.0  3468  3627     45135     21982     34370      3870        20
  3548    28    45   2.0  3468  3707     44752     22064     34015      4205         0
  3549    29    45   4.0  3390  3628     45112     22698     33585      4545        90
  3550    30    45   4.0  3470  3629     44906     23439     33225      4855       140
  3551    31    45   4.0  3390  3629     45112     24282     32865      5200       155
  3552    32    45   4.0  3473  3630     45468     25216     29865      5535      2820
  3553    33    45   4.0  3473  3631     45142     26216     29510      5875      2835
  3554    34    45   4.0  3475  3473     44454     27189     28840      6265      3115
  3555    35    45   5.0  3476  3473     43772     28194     28465      6620      3135
  3556    36    45   4.0  3477  3474     42820     29223     28100      6980      3140
  3557    37    45   4.0  3477  3636     42406     29747     27745      7170      3305
  3558    38    45   4.0  3478  3636     42458     30590     27375      7515      3330
  3559    39    45   4.0  3480  3637     41958     31465     26975      7855      3390
  3560    40    45   4.0  3480  3638     41513     32340     26620      8195      3405
  3561    41    45   2.0  3402  3639     41050     33075     24570      8535      5115
  3562    42    45   4.0  3483  3640     40432     33796     24045      8875      5300
  3563    43    45   4.0  3485  3562     39804     34796     23660      9225      5335
  3564    44    45   4.0  3485  3563     38908     35796     23305      9575      5340
  3565    45    45   2.0  3406  3564     38348     36546     22940      9925      5355
  3566    46    45   3.0  3486  3645     38355     37039     22580     10050      5590
  3567    47    45   2.0  3488  3646     37944     37515     21575     10385      6260
  3568    48    45   4.0  3488  3567     37941     38265     21220     10735      6265
  3569    49    45   2.0  3410  3488     37559     39006     20820     11095      6305
  3570    50    45   2.0  3490  3488     37441     39386     20460     11450      6310
  3571    51    45   2.0  3410  3650     37559     39748     20100     10640      7480
  3572    52    45   4.0  3491  3571     38208     40498     19740     10990      7490
  3573    53    45   4.0  3412  3572     38611     41498     19335     11340      7545
  3574    54    45   4.0  3496  3492     38101     42489     13260     12890     12070
  3575    55    45   3.0  3496  3494     37339     43206     12905     14160     11155
  3576    56    45   4.0  3417  3495     37099     43900     12545     14525     11150
  3577    57    45   4.0  3497  3496     36952     44379     12185     14885     11150
  3578    58    45   4.0  3498  3497     37283     44910     11755     15245     11220
  3579    59    45   5.0  3499  3497     37420     45915     11380     15600     11240
  3580    60    45   4.0  3419  3499     37516     46942     11020     15980     11220
  3581    61    45   3.0  3502  3500     37007     47506     10300     16345     11575
  3582    62    45   2.0  3502  3500     36572     48069      9945     16700     11575
  3583    63    45   4.0  3504  3582     36352     48819      9265     17050     11905
  3584    64    45   4.0  3504  3583     35974     49819      8910     17400     11910
  3585    65    45   3.0  3505  3584     35827     50694      8540     17750     11930
  3586    66    45   2.0  3506  3585     35714     51319      8155     18100     11965
  3587    67    45   4.0  3426  3586     36295     52069      7795     18450     11975
  3588    68    45   4.0  3508  3667     36925     53027      7270     18785     12165
  3589    69    45   5.0  3509  3667     37131     53907      6900     19130     12190
  3590    70    45   5.0  3429  3668     37367     54951      6530     19470     12220
  3591    71    45   4.0  3430  3669     37573     55826      6130     19810     12280
  3592    72    45   4.0  3511  3670     38144     56687      5770     20150     12300
  3593    73    45   3.0  3432  3671     38402     57547      5250     20490     12480
  3594    74    45   4.0  3514  3593     38776     58422      4750     20840     12630
  3595    75    45   4.0  3515  3594     38997     59422      4380     21190     12650
  3596    76    45   4.0  3435  3595     39390     60422      4015     21540     12665
  3597    77    45   4.0  3516  3596     39997     61422      3655     21890     12675
  3598    78    45   2.0  3437  3597     40485     62172      3215     22240     12765
  3599    79    45   4.0  3518  3598     41216     62922      2855     22590     12775
  3600    80    45   7.0  3520  3599     41628     64297       115     22940     15165
  3601     1    46   3.0  3602  3681     63930     25550     45275      -470      6585
  3602     2    46   4.0  3524  3682     63055     25866     44935      -160      6555
  3603     3    46   5.0  3525  3682     61959     26420     44565       175      6520
  3604     4    46   5.0  3525  3683     60824     27489     44220       500      6500
  3605     5    46   6.0  3606  3685     59550     28421     42690      -595      3875
  3606     6    46   6.0  3607  3687     58050     27989     42350      -350      3780
  3607     7    46   5.0  3608  3687     56675     27331     42010       -15      3775
  3608     8    46   4.0  3609  3687     55550     27667     41670       320      3770
  3609     9    46   6.0  3610  3690     54300     27738     41330       -65      3045
  3610    10    46   4.0  3532  3771     53050     26536     40990       265      3035
  3611    11    46   4.0  3532  3691     52104     26131     40645       595      3020
  3612    12    46   4.0  3533  3692     51402     25895     40260       905      2945
  3613    13    46   4.0  3535  3693     50659     26145     39885      1225      2890
  3614    14    46   4.0  3536  3536     49667     25345     39510       -65      1225
  3615    15    46   4.0  3536  3616     48927     24526     39165       290      1235
  3616    16    46   4.0  3617  3617     48470     23526     38760       630      1170
  3617    17    46   2.0  3538  3778     47720     22776     38420       970      1170
  3618    18    46   3.0  3538  3698     47607     22614     38075      1300      1155
  3619    19    46   3.0  3538  3699     47897     22496     37730      1610      1120
  3620    20    46   3.0  3541  3700     47516     22530     37265      1845       890
  3621    21    46   3.0  3462  3782     47190     22595     36910      2005       695
  3622    22    46   3.0  3543  3702     46776     22415     36540      2330       650
  3623    23    46   2.0  3543  3784     46393     22474     36195      2590       565
  3624    24    46   6.0  3543  3625     47275     22477     35850      2865       495
  3625    25    46   2.0  3546  3706     46371     21477     35070      3205        55
  3626    26    46   3.0  3627  3706     46099     21364     34700      3540        20
  3627    27    46   2.0  3548  3786     45474     21357     34360      3870        10
  3628    28    46   2.0  3548  3707     45252     21653     34015      4200         5
  3629    29    46   3.0  3548  3708     45651     22186     33670      4510        40
  3630    30    46   4.0  3550  3708     45906     22980     33225      4845       150
  3631    31    46   4.0  3551  3630     46112     23980     32865      5185       170
  3632    32    46   4.0  3473  3631     46348     24980     29860      5525      2835
  3633    33    46   4.0  3554  3632     45868     25980     29185      5865      3170
  3634    34    46   4.0  3556  3633     45195     26980     28790      6205      3225
  3635    35    46   4.0  3556  3713     44234     27899     28445      6495      3280
  3636    36    46   3.0  3477  3714     43502     28494     28095      6825      3300
  3637    37    46   4.0  3557  3636     43406     29369     27745      7165      3310
  3638    38    46   3.0  3559  3637     43211     30244     27320      7505      3395
  3639    39    46   4.0  3480  3638     42749     31119     26970      7845      3405
  3640    40    46   4.0  3562  3639     42109     32119     24735      8185      5300
  3641    41    46   2.0  3562  3640     41492     32869     24390      8525      5305
  3642    42    46   4.0  3564  3641     41144     33619     23995      8865      5360
  3643    43    46   4.0  3565  3642     40304     34619     23630      9205      5385
  3644    44    46   4.0  3565  3643     39424     35619     23285      9545      5390
  3645    45    46   3.0  3565  3724     38973     35994     22940      9705      5575
  3646    46    46   3.0  3567  3724     38843     36616     21920     10040      6260
  3647    47    46   3.0  3567  3646     38569     37366     21575     10380      6265
  3648    48    46   4.0  3569  3647     38619     38241     21165     10720      6335
  3649    49    46   2.0  3490  3729     38059     38788     20810      9960      7450
  3650    50    46   2.0  3570  3729     37941     39010     20460     10295      7465
  3651    51    46   4.0  3571  3650     38309     39760     20100     10635      7485
  3652    52    46   4.0  3571  3651     38650     40760     19755     10975      7490
  3653    53    46   4.0  3575  3571     39435     41704     13595     11330     13295
  3654    54    46   4.0  3575  3653     38592     42704     13250     11670     13300
  3655    55    46   4.0  3575  3654     38214     43704     12905     12010     13305
  3656    56    46   4.0  3576  3575     38099     44459     12545     14505     11170
  3657    57    46   4.0  3577  3496     37952     45275     12185     14880     11155
  3658    58    46   4.0  3497  3497     38158     45775     11835     15240     11145
  3659    59    46   4.0  3579  3578     38545     46339     11380     15590     11250
  3660    60    46   4.0  3581  3578     38260     47285     10645     15935     11640
  3661    61    46   4.0  3502  3660     37624     48285     10295     16275     11650
  3662    62    46   4.0  3582  3581     37322     48727      9945     16690     11585
  3663    63    46   4.0  3504  3582     37195     49160      9260     17045     11915
  3664    64    46   6.0  3584  3582     37224     50305      8910     17390     11920
  3665    65    46   3.0  3585  3584     36577     51087      8540     17745     11935
  3666    66    46   2.0  3586  3584     36214     51496      8155     18090     11975
  3667    67    46   2.0  3586  3585     36452     51951      7810     18440     11970
  3668    68    46   3.0  3667  3667     37077     52576      7470     18780     11970
  3669    69    46   4.0  3668  3668     37952     53451      7130     19120     11970
  3670    70    46   4.0  3590  3669     38492     54451      6530     19460     12230
  3671    71    46   4.0  3591  3670     38573     55451      6130     19800     12290
  3672    72    46   4.0  3511  3671     38966     56451      5775     20140     12305
  3673    73    46 999.0     0     0  99999999  99999999         0         0     99999
  3674    74    46 999.0     0     0  99999999  99999999         0         0     99999
  3675    75    46 999.0     0     0  99999999  99999999         0         0     99999
  3676    76    46   4.0  3515  3596     40233     61422      4030     21540     12650
  3677    77    46   4.0  3516  3595     40804     61658      3660     21880     12680
  3678    78    46   4.0  3598  3596     41235     62658      3215     22230     12775
  3679    79    46   4.0  3598  3598     41576     63263      2870     22585     12765
  3680    80    46   7.0  3598  3598     42860     64547      2525     22930     12765
  3681     1    47   3.0  3603  3761     64055     24800     45235      -470      6545
  3682     2    47   3.0  3604  3762     63339     24991     44890      -160      6510
  3683     3    47   5.0  3684  3762     62580     25706     43330       165      5275
  3684     4    47   6.0  3685  3764     61205     26846     43000       410      5190
  3685     5    47   6.0  3686  3765     59705     26921     42670      -595      3855
  3686     6    47   6.0  3608  3767     58205     26973     42340      -340      3780
  3687     7    47   4.0  3608  3767     57011     26206     42005       -15      3770
  3688     8    47   6.0  3610  3768     55984     26825     41660       195      3635
  3689     9    47   5.0  3610  3769     54687     26522     41325       480      3585
  3690    10    47   6.0  3611  3771     53856     25664     40980       270      3030
  3691    11    47   5.0  3612  3771     52992     25006     40595       595      2970
  3692    12    47   5.0  3614  3772     52182     24770     40180       905      2865
  3693    13    47   5.0  3614  3852     51242     25020     39845      1225      2850
  3694    14    47   4.0  3615  3695     50341     25186     39500        10      1290
  3695    15    47   4.0  3617  3777     49676     24186     39090       340      1210
  3696    16    47   4.0  3617  3778     48811     23195     38755       650      1185
  3697    17    47   4.0  3617  3778     48470     22315     38420       975      1175
  3698    18    47   3.0  3618  3778     48357     21864     38075      1300      1155
  3699    19    47   3.0  3538  3779     48519     21746     37735      1610      1125
  3700    20    47   3.0  3541  3780     48117     21780     37260      1845       885
  3701    21    47   3.0  3622  3781     47836     21883     36875      2155       810
  3702    22    47   3.0  3543  3863     47290     21665     36535      2330       645
  3703    23    47   4.0  3623  3783     47143     21738     36195      2650       625
  3704    24    47   5.0  3625  3865     47639     21437     35405      2910        95
  3705    25    47   3.0  3706  3785     46821     20996     35025      3230        35
  3706    26    47   2.0  3627  3786     46196     20739     34695      3540        15
  3707    27    47   2.0  3548  3786     45870     20946     34355      3865         0
  3708    28    47   2.0  3628  3787     45752     21303     34015      4175        30
  3709    29    47   3.0  3628  3708     46135     21928     33680      4505        35
  3710    30    47   4.0  3629  3709     46888     22803     33335      4835        50
  3711    31    47   4.0  3631  3710     47112     23803     32865      5165       190
  3712    32    47   4.0  3713  3711     47193     24803     29425      5495      3300
  3713    33    47   4.0  3714  3712     46193     25803     29095      5825      3300
  3714    34    47   3.0  3636  3713     45318     26678     28765      6155      3300
  3715    35    47   3.0  3636  3714     44593     27428     28430      6485      3305
  3716    36    47   4.0  3636  3715     44377     28303     28095      6815      3310
  3717    37    47   4.0  3637  3716     44406     29303     27745      7145      3330
  3718    38    47   3.0  3559  3717     43914     30178     27315      7475      3430
  3719    39    47   4.0  3641  3718     43448     31053     25060      7805      5355
  3720    40    47   4.0  3641  3719     42568     32053     24725      8135      5360
  3721    41    47   3.0  3641  3800     42117     32704     24390      8380      5450
  3722    42    47   4.0  3723  3721     41385     33579     23940      8710      5570
  3723    43    47   3.0  3724  3722     40510     34454     23610      9040      5570
  3724    44    47   2.0  3565  3723     39885     35079     23280      9370      5570
  3725    45    47   3.0  3645  3724     39723     35704     22940      9700      5580
  3726    46    47   4.0  3567  3725     39621     36579     21915     10030      6275
  3727    47    47   4.0  3647  3726     39444     37579     21575     10360      6285
  3728    48    47   3.0  3649  3808     38958     38175     21145      9635      7440
  3729    49    47   2.0  3570  3808     38559     38288     20800      9960      7460
  3730    50    47   3.0  3650  3729     38566     38913     20460     10290      7470
  3731    51    47   4.0  3650  3730     39017     39788     20125     10620      7475
  3732    52    47   4.0  3571  3731     39515     40788     19760     10950      7510
  3733    53    47   4.0  3654  3732     40006     41788     13585     11280     13355
  3734    54    47   4.0  3575  3733     39435     42788     13245     11610     13365
  3735    55    47   4.0  3655  3734     39214     43788     12905     11940     13375
  3736    56    47   4.0  3656  3735     39099     44788     12545     12270     13405
  3737    57    47   4.0  3657  3736     38952     45788     12185     12600     13435
  3738    58    47   4.0  3658  3577     39158     46615     11835     15225     11160
  3739    59    47   4.0  3578  3578     39519     47146     11415     15585     11220
  3740    60    47   3.0  3661  3659     38877     47592     10630     15925     11665
  3741    61    47   4.0  3582  3659     38528     48435     10285     16260     11675
  3742    62    47   4.0  3662  3741     38322     49435      9945     16590     11685
  3743    63    47   3.0  3663  3582     38070     49885      9260     17040     11920
  3744    64    47   6.0  3665  3663     38183     50912      8875     17380     11965
  3745    65    47   4.0  3586  3663     37251     51955      8495     17715     12010
  3746    66    47   3.0  3666  3666     36839     52121      8155     18090     11975
  3747    67    47   4.0  3586  3666     37111     52541      7815     18425     11980
  3748    68    47   3.0  3667  3667     37367     52866      7475     18775     11970
  3749    69    47   4.0  3667  3667     38129     53628      7140     19110     11970
  3750    70    47   4.0  3749  3749     39129     54628      6810     19440     11970
  3751    71    47   4.0  3671  3750     39573     55628      6130     19770     12320
  3752    72    47   4.0  3591  3751     39809     56628      5790     20100     12330
